Molecula,Pos_1,Pos_2,Pos_3,Pos_4,Pos_5,Pos_6,Pos_7,Pos_8,Pos_9,Pos_10,Pos_11,Pos_12,Pos_13,Pos_14,Pos_15,Pos_16,nm_R1,R1,Rmax,nm_Rmax,Rmin,nm_Rmin,e1,m1,g1,gmax1,gmax,gmaxmax,gmin,gminmin
6Heliceno_1-CH3_6-CH3_14-CC_15-CC.log,-0.17,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.23,0.0,399.15,6.1645,635.7514,362.37,-400.736,263.88,1.3,0.786,0.00147,0.024238008,0.0165,0.030806258,-0.0087,0.012052649
6Heliceno_2-CHO_3-CN_7-CN_8-NO2_15-CHO.log,0.0,0.42,0.66,0.0,0.0,0.0,0.66,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,443.7,16.2006,308.3524,391.38,-270.8731,293.12,2.1,0.633,0.00147,0.012070296,0.0169,0.032243719,-0.00542,0.009085622
6Heliceno_4-CC_9-CC_10-CN_11-F_14-CC.log,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.23,0.66,0.06,0.0,0.0,0.23,0.0,0.0,426.63,26.8616,283.5076,360.96,-182.4507,288.08,2.71,0.895,0.00147,0.013218146,0.00433,0.021464237,-0.00447,0.005355926
6Heliceno_2-F_6-OMe_12-CN_13-OMe_16-CN.log,0.0,0.06,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,0.66,-0.27,0.0,0.0,0.66,443.74,14.5874,291.6891,333.38,-317.5731,268.67,2.0,0.743,0.00147,0.014894089,0.0123,0.025460363,-0.00697,0.011863911
6Heliceno_2-CHO_3-CN_7-CN_8-NO2_15-CHO.log,0.0,0.42,0.66,0.0,0.0,0.0,0.66,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,443.7,16.2006,308.3524,391.38,-270.8731,293.12,2.1,0.633,0.00147,0.012070296,0.0169,0.032243719,-0.00542,0.009085622
6Heliceno_2-SH_6-NH2_7-NH2_12-SH_15-OMe.log,0.0,0.15,0.0,0.0,0.0,-0.66,-0.66,0.0,0.0,0.0,0.0,0.15,0.0,0.0,-0.27,0.0,458.31,45.6116,190.2327,362.9,-177.1093,289.98,3.53,1.39,0.00147,0.015725508,0.0133,0.033118696,-0.00334,0.005289138
6Heliceno_14-bromo_4-yodo_2-yodo_5-cloro_16-fluor_11-yodo.log,0.0,0.18,0.0,0.18,0.227,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.232,0.0,0.06,401.44,0.6228,317.2951,370.8,-118.6222,342.28,0.41,0.212,0.00147,0.020694209,0.0106,0.034476859,-0.00564,0.007787028
6Heliceno_12-fluor_9-bromo_14-cloro-6-yodo-13-fluor_16-fluor.log,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.232,0.0,0.0,0.06,0.06,0.227,0.0,0.06,395.13,5.0821,398.879,361.4,-78.9826,285.16,1.18,0.279,0.00147,0.009481885,0.0071,0.022281388,-0.0012,0.007510392
6Heliceno_3-cloro_2-cloro_8-cloro_7-bromo_1-yodo_5-cloro.log,0.18,0.227,0.227,0.0,0.227,0.0,0.232,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,416.5,1.5137,438.1428,386.58,-147.4661,296.53,0.642,0.327,0.00147,0.020337998,0.0174,0.027880948,-0.00463,0.006940376
6Heliceno_1-OH_6-OMe_7-SMe_12-SH_14-OMe_15-SH.log,-0.37,0.0,0.0,0.0,0.0,-0.27,0.001,0.0,0.0,0.0,0.0,0.15,0.0,-0.27,0.15,0.0,430.75,18.5012,196.7928,382.18,-131.8906,352.15,2.24,0.916,0.00147,0.016320336,0.00266,0.020090388,-0.00425,0.006636478
6Heliceno_2-CN_3-CC_4-NH2_8-CN_11-CN.log,0.0,0.66,0.23,-0.66,0.0,0.0,0.0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,432.25,35.9237,288.0332,348.6,-242.7803,271.19,3.13,0.789,0.00147,0.010083936,0.0181,0.02850586,-0.0065,0.00886638
6Heliceno_5-CHO_6-CHO.log,0.0,0.0,0.0,0.0,0.42,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,430.16,12.7412,244.7547,312.94,-170.6125,306.18,1.87,0.682,0.00146,0.014609413,0.0079,0.026485158,-0.00488,0.006380185
6Heliceno_1-CN_8-CN.log,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.26,20.585,341.8034,356.95,-219.0342,313.64,2.37,0.953,0.00146,0.016054263,0.00802,0.028082964,-0.00632,0.006512623
6Heliceno_2-OH_6-OH_10-SH_16-SMe.log,0.0,-0.37,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.001,437.66,23.142,226.2801,362.34,-337.5307,265.05,2.52,0.721,0.00146,0.011435617,0.0123,0.029996938,-0.0042,0.006722381
6Heliceno_2-NO2_3-COOH_5-CHO_7-NO2_11-NO2_13-CN.log,0.0,0.78,0.45,0.0,0.42,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.66,0.0,0.0,0.0,422.75,27.0867,366.7366,382.64,-171.5992,324.1,2.72,1.2,0.00146,0.017648577,0.0145,0.033589518,-0.00745,0.012307005
6Heliceno_3-NO2_6-NO2_7-COOH_8-COOH_11-CN_13-NO2.log,0.0,0.0,0.78,0.0,0.0,0.78,0.45,0.45,0.0,0.0,0.66,0.0,0.78,0.0,0.0,0.0,408.15,13.4633,185.1095,364.87,-189.6537,304.33,1.92,0.635,0.00146,0.013233293,0.00548,0.021628176,-0.0039,0.004110134
6Heliceno_6-CN_7-SH_10-OMe_11-OH.log,0.0,0.0,0.0,0.0,0.0,0.66,0.15,0.0,0.0,-0.27,-0.37,0.0,0.0,0.0,0.0,0.0,414.12,22.2502,258.6939,377.64,-218.6765,260.24,2.47,0.508,0.00146,0.008224316,0.00659,0.02052346,-0.00543,0.007664844
6Heliceno_5-NO2_7-CHO_8-CC_11-NH2_13-Cl_16-F.log,0.0,0.0,0.0,0.0,0.78,0.0,0.42,0.23,0.0,0.0,-0.66,0.0,0.227,0.0,0.0,0.06,471.12,13.2,61.4172,367.77,-109.2532,289.47,1.91,0.794,0.00146,0.01667043,0.0173,0.034163385,-0.00292,0.003251887
6Heliceno_5-CC_10-CN.log,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,409.68,19.4918,382.3621,351.92,-436.6396,257.9,2.32,0.797,0.00145,0.013755422,0.00537,0.021943153,-0.00801,0.008029564
6Heliceno_15-COOH_9-CHO.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.45,0.0,409.5,19.2041,406.6401,363.46,-280.5241,289.94,2.3,0.841,0.00145,0.014596434,0.0115,0.03088744,-0.0039,0.005727993
6Heliceno_5-SMe_11-OH_13-SH.log,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.15,0.0,0.0,0.0,395.47,12.4008,423.1464,357.78,-350.9491,265.19,1.85,0.676,0.00145,0.01461989,0.00531,0.021685832,-0.00831,0.009140904
6Heliceno_9-CN_11-NO2_13-CHO.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.78,0.0,0.42,0.0,0.0,0.0,434.98,5.1169,140.845,336.85,-155.703,306.75,1.19,0.433,0.00145,0.014590723,0.00677,0.021513924,-0.00277,0.003116445
6Heliceno_2-SH_10-NH2_11-SH_13-NH2.log,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.15,0.0,-0.66,0.0,0.0,0.0,432.67,29.8464,221.2502,374.55,-103.6373,265.08,2.87,0.782,0.00145,0.010909698,0.0158,0.023709311,-0.00434,0.009370556
6Heliceno_8-SH_3-SMe_12-SMe_11-OMe.log,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.15,0.0,0.0,-0.27,0.001,0.0,0.0,0.0,0.0,401.54,14.0635,471.9112,363.59,-236.341,273.04,1.97,0.612,0.00145,0.01243243,0.00924,0.023784925,-0.0027,0.00291198
6Heliceno_4-CC_9-CH3_11-CC_13-CH3.log,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,-0.17,0.0,0.23,0.0,-0.17,0.0,0.0,0.0,389.55,0.7785,400.5569,358.46,-344.5729,271.22,0.464,0.12,0.00145,0.010385368,0.00566,0.022393504,-0.0107,0.011040244
6Heliceno_2-CN_5-F_8-CC_9-CC_16-CN.log,0.0,0.66,0.0,0.0,0.06,0.0,0.0,0.23,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.66,409.63,4.6176,574.9159,370.67,-301.537,290.12,1.13,0.521,0.00145,0.018495259,0.012,0.025026608,-0.00756,0.010802354
6Heliceno_11-fluor_13-cloro_12-yodo_10-yodo_14-yodo.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.06,0.18,0.227,0.18,0.0,0.0,404.92,13.5238,370.2828,363.38,-106.4848,332.7,1.93,0.456,0.00145,0.009443622,0.0125,0.022316008,-0.00312,0.012025241
6Heliceno_6-NH2_9-SH_10-SH_11-OH_15-SH.log,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.15,0.15,-0.37,0.0,0.0,0.0,0.15,0.0,443.1,20.2812,378.4666,385.6,-292.9843,263.49,2.37,0.758,0.00145,0.012804715,0.0199,0.030713589,-0.00548,0.009311922
6Heliceno_1-CN_5-CHO_11-CN_13-COOH_14-CN_15-CHO.log,0.66,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.66,0.0,0.45,0.66,0.42,0.0,422.96,18.317,300.5965,391.73,-206.714,292.61,2.25,0.955,0.00145,0.01698286,0.00803,0.029386782,-0.0132,0.013573653
6Heliceno_5-CP_8-CC_9-Br_10-Br_14-CP.log,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.23,0.232,0.232,0.0,0.0,0.0,0.16,0.0,0.0,437.62,158.359,298.127,374.59,-155.0124,302.06,6.6,2.18,0.00145,0.013196018,0.00441,0.011506355,-0.00309,0.004680678
6Heliceno_7-CP_9-CH3_10-OMe_15-CHO.log,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,-0.17,-0.27,0.0,0.0,0.0,0.0,0.42,0.0,417.96,19.0168,252.3221,308.46,-125.6057,286.22,2.29,0.622,0.00145,0.010874771,0.00549,0.00975399,-0.0028,0.011864389
6Heliceno_5-Cl_6-NH2_9-CHO_14-NO2_16-Br.log,0.0,0.0,0.0,0.0,0.227,-0.66,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.78,0.0,0.232,544.43,14.3709,348.0255,375.02,-322.7531,287.12,1.99,0.694,0.00145,0.013933726,0.0101,0.026529828,-0.00346,0.005071923
6Heliceno_14-OH_3-SMe_9-SMe.log,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,390.11,3.148,555.5753,361.6,-556.3731,279.63,0.935,0.199,0.00144,0.008493769,0.0131,0.029941374,-0.00471,0.005298313
6Heliceno_3-F_4-OMe_5-CN_7-CC_16-OMe.log,0.0,0.0,0.06,-0.27,0.66,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,420.88,9.2371,272.3462,368.04,-136.7652,262.57,1.6,0.848,0.00144,0.021143347,0.00647,0.022789716,-0.0038,0.007721058
6Heliceno_2-SMe_4-SMe_6-NH2_7-NH2_10-NH2.log,0.0,0.001,0.0,0.001,0.0,-0.66,-0.66,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,459.0,44.192,366.6477,348.29,-175.9864,266.04,3.5,1.15,0.00144,0.013096942,0.0244,0.034486632,-0.0121,0.015740356
6Heliceno_16-cloro_2-yodo_3-bromo_12-yodo_5-cloro_13-cloro.log,0.0,0.18,0.232,0.0,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.227,0.0,0.0,0.227,405.51,9.0927,338.8681,372.42,-209.275,279.92,1.59,0.896,0.00144,0.022567047,0.00673,0.02763773,-0.008,0.014209679
6Heliceno_2-SMe_3-NH2_7-NH2_11-OH_12-OH_14-SMe.log,0.0,0.001,-0.66,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,-0.37,-0.37,0.0,0.001,0.0,0.0,434.74,16.8613,645.7907,369.29,-461.0693,275.34,2.16,0.927,0.00144,0.017158998,0.0113,0.030280516,-0.00777,0.01401194
6Heliceno_2-NH2_3-F_4-NH2_6-CH3_10-CC_16-SH.log,0.0,-0.66,0.06,-0.66,0.0,-0.17,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.15,451.98,40.4655,205.5252,356.35,-198.2683,276.93,3.36,1.21,0.00144,0.01444317,0.0335,0.03637246,-0.00972,0.010723124
6Heliceno_1-CP_4-CN_7-NH2_9-OH.log,0.16,0.0,0.0,0.66,0.0,0.0,-0.66,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492.44,13.1802,332.2584,401.14,-147.5523,318.95,1.91,0.543,0.00144,0.011359807,0.0135,0.027938235,-0.00508,0.013186804
6Heliceno_2-CN_5-NO2_11-OMe_12-OH_13-CHO_15-OH.log,0.0,0.66,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,-0.27,-0.37,0.42,0.0,-0.37,0.0,525.17,9.7929,201.7103,389.14,-80.7394,284.61,1.65,0.698,0.00144,0.016907179,0.00558,0.022736111,-0.00347,0.008949508
6Heliceno_5-Br_14-Br.log,0.0,0.0,0.0,0.0,0.232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.232,0.0,0.0,380.47,1.3912,639.0495,345.34,-686.2326,259.63,0.62,0.349,0.00144,0.022507129,0.00985,0.027583443,-0.00663,0.008316965
6Heliceno_6-OH_11-OH.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,397.86,18.7559,572.7876,351.16,-384.7077,246.05,2.29,0.771,0.00143,0.013461492,0.0122,0.02767465,-0.00748,0.007477362
6Heliceno_9-CC_15-OMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,399.87,13.3053,536.2673,352.25,-264.4298,319.57,1.93,0.688,0.00143,0.014250538,0.00556,0.024162483,-0.00381,0.004181285
6Heliceno_1-F_4-CN_13-CC.log,0.06,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,394.11,9.0979,262.2608,356.68,-220.3775,245.31,1.59,0.676,0.00143,0.016966284,0.00395,0.022473079,-0.00573,0.007383826
6Heliceno_8-OH_9-SH_14-OMe_3-OH.log,0.0,0.0,-0.37,0.0,0.0,0.0,0.0,-0.37,0.15,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,419.36,36.8275,383.17,362.26,-480.4674,278.56,3.2,0.902,0.00143,0.011263913,0.0201,0.035523498,-0.00573,0.006875505
6Heliceno_9-NH2_3-NH2_12-OMe_14-SH.log,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,-0.27,0.0,0.15,0.0,0.0,408.25,28.8811,434.5517,365.85,-574.7567,282.52,2.84,0.773,0.00143,0.010890785,0.0175,0.030186888,-0.00429,0.004359581
6Heliceno_2-CN_7-CC_10-F_16-F.log,0.0,0.66,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.06,398.8,9.4134,515.8198,359.38,-258.0996,274.41,1.62,0.51,0.00143,0.012579374,0.0104,0.026396069,-0.00352,0.003688754
6Heliceno_3-OMe_9-OMe_10-CC_14-OMe.log,0.0,0.0,-0.27,0.0,0.0,0.0,0.0,0.0,-0.27,0.23,0.0,0.0,0.0,-0.27,0.0,0.0,409.07,33.3489,401.7695,359.83,-143.33,271.3,3.06,0.9,0.00143,0.011774287,0.00696,0.026161786,-0.00484,0.01010497
6Heliceno_6-OH_9-Br_11-COOH.log,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.232,0.0,0.45,0.0,0.0,0.0,0.0,0.0,403.76,1.89,322.929,368.3,-322.4475,269.63,0.729,0.23,0.00143,0.012599742,0.00674,0.019846169,-0.00514,0.005915093
6Heliceno_14-CP_13-CP.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.16,0.0,0.0,406.66,66.7738,522.2494,362.63,-265.9882,304.28,4.34,0.318,0.00142,0.002934147,0.00639,0.018418406,-0.00224,0.009497224
6Heliceno_2-NO2_6-NO2_10-CN_13-CN.log,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,450.2,7.0332,157.7658,362.84,-148.8143,318.46,1.41,0.516,0.00142,0.014703293,0.0228,0.040045109,-0.00511,0.007505806
6Heliceno_3-F_5-OMe_6-OMe_11-CN.log,0.0,0.0,0.06,0.0,-0.27,-0.27,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.0,0.0,0.0,407.0,1.1445,360.1478,367.11,-163.3284,259.64,0.566,0.409,0.00142,0.028899533,0.00663,0.022123832,-0.00582,0.008810343
6Heliceno_6-CN_1-NO2_5-COOH_8-CHO.log,0.78,0.0,0.0,0.0,0.45,0.66,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,463.32,2.8221,65.8217,386.64,-89.9326,311.23,0.889,0.777,0.00142,0.034978043,0.00161,0.014877243,-0.0024,0.010131559
6Heliceno_2-SH_11-OMe_14-SMe_16-OMe.log,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.001,0.0,-0.27,392.7,8.3693,473.013,355.17,-339.4336,259.86,1.54,1.05,0.00142,0.027398596,0.0183,0.035295155,-0.00536,0.006180578
6Heliceno_2-SMe_9-SMe_10-OMe_13-OH.log,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.001,-0.27,0.0,0.0,-0.37,0.0,0.0,0.0,401.46,7.8125,430.9428,372.68,-301.1223,257.67,1.49,0.673,0.00142,0.01811218,0.012,0.027452531,-0.00491,0.008990178
6Heliceno_2-NO2_6-NO2_10-CN_13-CN.log,0.0,0.78,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.66,0.0,0.0,0.66,0.0,0.0,0.0,450.2,7.0332,157.7658,362.84,-148.8143,318.46,1.41,0.516,0.00142,0.014703293,0.0228,0.040045109,-0.00511,0.007505806
6Heliceno_1-OMe_2-NH2_4-SMe_10-NH2_12-OH.log,-0.27,-0.66,0.0,0.001,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-0.37,0.0,0.0,0.0,0.0,435.32,37.9115,178.9942,365.77,-123.509,256.09,3.27,1.18,0.00142,0.014449062,0.00526,0.022050675,-0.00502,0.007284334
6Heliceno_1-CN_5-F_6-F_7-CN_9-OMe_11-F.log,0.66,0.0,0.0,0.0,0.06,0.06,0.66,0.0,-0.27,0.0,0.06,0.0,0.0,0.0,0.0,0.0,446.06,14.2193,167.1326,386.98,-196.7448,271.18,2.0,0.441,0.00142,0.008821695,0.00431,0.018673282,-0.00741,0.011117779
6Heliceno_2-OMe_6-F_9-CN_12-CC_13-OMe_14-CC.log,0.0,-0.27,0.0,0.0,0.0,0.06,0.0,0.0,0.66,0.0,0.0,0.23,-0.27,0.23,0.0,0.0,434.93,23.7358,267.3249,369.42,-223.0359,276.14,2.59,0.931,0.00142,0.014399569,0.0174,0.028096053,-0.00799,0.013870893
6Heliceno_2-NO2_6-CHO_9-COOH_10-COOH_11-NO2_12-NO2.log,0.0,0.78,0.0,0.0,0.0,0.42,0.0,0.0,0.45,0.45,0.78,0.78,0.0,0.0,0.0,0.0,479.19,20.0276,71.1559,368.48,-111.3425,358.57,2.38,0.955,0.00142,0.016067862,0.00631,0.006604099,-0.00231,0.003700784
6Heliceno_7-Cl_8-OH_9-OH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.227,-0.37,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.1,35.3527,539.2551,343.26,-355.2053,259.43,3.16,0.775,0.00142,0.009818988,0.00859,0.026005004,-0.0097,0.009830817
6Heliceno_4-CHO_10-SH_14-COOH.log,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.45,0.0,0.0,412.22,33.0327,343.2474,361.48,-141.7393,273.13,3.05,1.17,0.00142,0.015319888,0.0101,0.03008489,-0.00269,0.0105129
6Heliceno_2-OMe_3-F_5-OH.log,0.0,-0.27,0.06,0.0,-0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,391.11,8.5674,650.4459,346.42,-298.052,271.2,1.55,0.786,0.00142,0.020249136,0.0105,0.027422044,-0.00394,0.004120469
6Heliceno_3-CP_14-CH3.log,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.17,0.0,0.0,385.98,24.3003,767.6016,353.48,-273.0095,305.79,2.63,0.66,0.00141,0.010050711,0.0107,0.026249911,-0.00387,0.004318295
6Heliceno_8-OH_12-SMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,387.63,12.0897,533.9377,349.12,-383.6014,256.69,1.85,0.521,0.00141,0.011236341,0.00565,0.022827643,-0.00833,0.009878667
6Heliceno_8-OMe_9-OMe_11-SH.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.27,0.0,0.15,0.0,0.0,0.0,0.0,0.0,394.91,19.3936,511.9369,349.38,-316.7795,248.29,2.35,0.547,0.00141,0.009312877,0.00706,0.02264719,-0.00958,0.010960625
6Heliceno_7-CHO_13-CN_14-COOH_5-NO2.log,0.0,0.0,0.0,0.0,0.78,0.0,0.42,0.0,0.0,0.0,0.0,0.0,0.66,0.45,0.0,0.0,421.53,29.9611,159.5448,351.81,-252.7453,284.16,2.91,1.15,0.00141,0.015745937,0.0161,0.031701538,-0.0139,0.014654033
6Heliceno_8-NH2_13-SMe_14-SMe_16-NH2.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,0.0,0.0,0.0,0.001,0.001,0.0,-0.66,413.12,17.5551,477.0512,359.69,-152.9748,337.54,2.23,0.678,0.00141,0.012130119,0.00798,0.023226191,-0.00644,0.009467943
6Heliceno_11-OMe_12-OMe_14-OMe_15-OMe.log,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.27,-0.27,0.0,-0.27,-0.27,0.0,407.72,11.6547,528.1479,355.68,-331.8227,258.49,1.82,0.805,0.00141,0.017682163,0.00658,0.023666638,-0.00748,0.007555297
6Heliceno_2-CHO_7-CN_9-CHO_14-COOH_16-CN.log,0.0,0.42,0.0,0.0,0.0,0.0,0.66,0.0,0.42,0.0,0.0,0.0,0.0,0.45,0.0,0.66,426.3,19.6393,301.2019,382.2,-308.7776,293.01,2.36,1.06,0.00141,0.017885244,0.0129,0.027428158,-0.00483,0.005644864
6Heliceno_4-NO2_10-NO2_12-CN_14-CN_15-CN.log,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.66,0.0,0.66,0.66,0.0,418.51,11.7921,315.9433,383.96,-112.9088,283.83,1.83,0.62,0.00141,0.013545573,0.00383,0.022578404,-0.0103,0.025309511
6Heliceno_2-CHO_7-CN_9-CHO_14-COOH_16-CN.log,0.0,0.42,0.0,0.0,0.0,0.0,0.66,0.0,0.42,0.0,0.0,0.0,0.0,0.45,0.0,0.66,426.3,19.6393,301.2019,382.2,-308.7776,293.01,2.36,1.06,0.00141,0.017885244,0.0129,0.027428158,-0.00483,0.005644864
6Heliceno_4-NO2_10-NO2_12-CN_14-CN_15-CN.log,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.66,0.0,0.66,0.66,0.0,418.51,11.7921,315.9433,383.96,-112.9088,283.83,1.83,0.62,0.00141,0.013545573,0.00383,0.022578404,-0.0103,0.025309511
6Heliceno_1-cloro_2-cloro_3-cloro_4-cloro_5-cloro_16-cloro.log,0.227,0.227,0.227,0.227,0.227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,418.73,1.7418,298.5706,385.21,-290.1525,281.61,0.702,0.436,0.00141,0.024825571,0.0107,0.031471028,-0.0062,0.010562975
6Heliceno_2-CHO_3-CHO_4-CN_9-CN_12-CHO_16-CN.log,0.0,0.42,0.42,0.66,0.0,0.0,0.0,0.0,0.66,0.0,0.0,0.42,0.0,0.0,0.0,0.66,426.13,20.0629,389.3132,384.05,-254.5851,305.79,2.38,1.1,0.00141,0.01846754,0.0222,0.037945762,-0.00956,0.009995336
6Heliceno_4-SH_6-CHO_8-CP_16-Cl.log,0.0,0.0,0.0,0.15,0.0,0.42,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,440.17,42.1977,148.2732,355.02,-148.7106,274.59,3.46,0.357,0.00141,0.004120207,0.0148,0.035391764,-0.00672,0.01662059
6Heliceno_6-SH_12-SH.log,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,391.77,6.7428,388.8171,358.14,-165.4686,260.24,1.39,0.541,0.0014,0.015611504,0.00714,0.024292214,-0.00563,0.008128104
6Heliceno_6-NO2_7-NO2_12-CHO.log,0.0,0.0,0.0,0.0,0.0,0.78,0.78,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.0,0.0,439.07,35.8452,204.5428,369.42,-59.7887,302.31,3.2,0.998,0.0014,0.012470231,0.0255,0.032244496,-0.0128,0.02148988
6Heliceno_2-OH_4-NH2_13-NH2_15-OH.log,0.0,-0.37,0.0,-0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.66,0.0,-0.37,0.0,407.77,22.2204,292.1597,342.31,-266.1209,254.35,2.52,1.0,0.0014,0.015907548,0.034,0.046762685,-0.00444,0.004439472
6Heliceno_5-OMe_9-OMe_13-CN_14-CC.log,0.0,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,-0.27,0.0,0.0,0.0,0.66,0.23,0.0,0.0,422.96,22.3169,281.5693,371.13,-469.5167,279.29,2.53,1.01,0.0014,0.016049261,0.00938,0.022727827,-0.0042,0.004547728
6Heliceno_2-fluor_3-yodo_11-cloro_13-bromo_16-bromo.log,0.0,0.06,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.227,0.0,0.232,0.0,0.0,0.232,396.55,3.1808,471.3521,361.18,-386.4524,274.79,0.953,0.539,0.0014,0.022615418,0.0182,0.031863779,-0.00681,0.007763814
6Heliceno_2-OH_3-OMe_11-OH_15-NH2_16-SMe.log,0.0,-0.37,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.37,0.0,0.0,0.0,-0.66,0.001,447.07,19.084,144.4797,370.68,-269.2411,261.2,2.34,1.12,0.0014,0.019183482,0.0197,0.028147853,-0.00401,0.006409082
